Human,V_title,Frame,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,Head & Neck_x_PCM,Head & Neck_y_PCM,Trunk_x_PCM,Trunk_y_PCM,R Upper Arm_x_PCM,R Upper Arm_y_PCM,L Upper Arm_x_PCM,L Upper Arm_y_PCM,R Forearm_x_PCM,R Forearm_y_PCM,L Forearm_x_PCM,L Forearm_y_PCM,R Hand_x_PCM,R Hand_y_PCM,L Hand_x_PCM,L Hand_y_PCM,R Thigh_x_PCM,R Thigh_y_PCM,L Thigh_x_PCM,L Thigh_y_PCM,R Shank_x_PCM,R Shank_y_PCM,L Shank_x_PCM,L Shank_y_PCM,R Foot_x_PCM,R Foot_y_PCM,L Foot_x_PCM,L Foot_y_PCM,TCM_x,TCM_y,Head & Neck_L,Trunk_L,R Upper Arm_L,L Upper Arm_L,R Forearm_L,L Forearm_L,R Hand_L,L Hand_L,R Thigh_L,L Thigh_L,R Shank_L,L Shank_L,R Foot_L,L Foot_L,Head & Neck_R,Trunk_R,R Upper Arm_R,L Upper Arm_R,R Forearm_R,L Forearm_R,R Hand_R,L Hand_R,R Thigh_R,L Thigh_R,R Shank_R,L Shank_R,R Foot_R,L Foot_R,D1,D2,D3
P95,018b057,3803,0.46944444444444444,0.4027777777777778,0.5222222222222223,0.4513888888888889,0.5138888888888888,0.4479166666666667,nan,nan,nan,nan,0.5305555555555556,0.4583333333333333,0.5416666666666666,0.5590277777777778,0.5444444444444444,0.6527777777777778,0.5055555555555555,0.65625,0.4583333333333333,0.7673611111111112,0.4527777777777778,0.9097222222222222,0.525,0.65625,0.5472222222222223,0.7986111111111112,0.5666666666666667,0.9201388888888888,nan,nan,0.4722222222222222,0.3923611111111111,nan,nan,0.5222222222222223,0.4513888888888889,0.7743777777777777,0.8095260416666668,nan,nan,0.5369688888888888,0.5164541666666667,nan,nan,0.5429372222222222,0.6019090277777778,nan,nan,0.5444444444444444,0.6527777777777778,0.48621805555555553,0.70175,0.5341,0.714546875,0.45589166666666664,0.8299288194444445,0.5557680555555555,0.8520225694444444,0.4527777777777778,0.9097222222222222,0.5666666666666667,0.9201388888888888,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3805,0.46944444444444444,0.40625,0.5222222222222223,0.4548611111111111,0.5111111111111111,0.4513888888888889,0.49722222222222223,0.5590277777777778,0.48333333333333334,0.6319444444444444,0.5305555555555556,0.4618055555555556,0.5416666666666666,0.5694444444444444,0.5444444444444444,0.6597222222222222,0.5,0.6527777777777778,0.46111111111111114,0.7743055555555556,0.4361111111111111,0.9270833333333334,0.5305555555555556,0.6527777777777778,0.5555555555555556,0.7951388888888888,0.5833333333333334,0.9201388888888888,nan,nan,0.4722222222222222,0.3923611111111111,nan,nan,0.5222222222222223,0.4548611111111111,0.7716,0.8102447916666667,0.5030944444444444,0.5135180555555555,0.5369688888888888,0.5239347222222223,0.49086944444444447,0.5923798611111111,0.5429372222222222,0.6107374999999999,0.48333333333333334,0.6319444444444444,0.5444444444444444,0.6597222222222222,0.48407500000000003,0.7025434027777778,0.5407930555555556,0.7110746527777778,0.45012361111111115,0.8414513888888889,0.567763888888889,0.8500763888888888,0.4361111111111111,0.9270833333333334,0.5833333333333334,0.9201388888888888,0,0,0.6259446453055555,0.7379027996527777,0.25581377061290356,0.23173049732231227,0.19855033500216304,0.1518592958060726,0.17766586430964673,0.11293575796786658,0.1462097233650617,0.08927789593006132,0.20404741213255523,0.12636421383970725,0.268003815324359,0.1871515859619306,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31.937991482123017,63.864014109262335,0.1898320869875267
P95,018b057,3807,0.4666666666666667,0.40625,0.5194444444444445,0.4583333333333333,0.5083333333333333,0.4513888888888889,nan,nan,nan,nan,0.5277777777777778,0.4652777777777778,0.5388888888888889,0.5625,0.5416666666666666,0.6597222222222222,0.5,0.6493055555555556,0.46111111111111114,0.78125,0.44722222222222224,0.9340277777777778,0.5166666666666667,0.6493055555555556,0.46111111111111114,0.78125,0.44722222222222224,0.9340277777777778,nan,nan,0.4722222222222222,0.3958333333333333,nan,nan,0.5194444444444445,0.4583333333333333,0.766236111111111,0.8089878472222223,nan,nan,0.5341911111111111,0.5213944444444445,nan,nan,0.5401594444444444,0.6069694444444445,nan,nan,0.5416666666666666,0.6597222222222222,0.48407500000000003,0.7033368055555556,0.4939166666666667,0.7033368055555556,0.45500694444444445,0.8483958333333333,0.45500694444444445,0.8483958333333333,0.44722222222222224,0.9340277777777778,0.44722222222222224,0.9340277777777778,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3809,0.4666666666666667,0.4027777777777778,0.5194444444444445,0.4548611111111111,0.5111111111111111,0.4479166666666667,0.49444444444444446,0.5451388888888888,nan,nan,0.525,0.4618055555555556,0.5361111111111111,0.5625,0.5305555555555556,0.6527777777777778,0.49444444444444446,0.6423611111111112,0.4666666666666667,0.7777777777777778,nan,nan,0.525,0.6458333333333334,0.46944444444444444,0.7847222222222222,0.4722222222222222,0.9340277777777778,nan,nan,0.46944444444444444,0.3923611111111111,nan,nan,0.5194444444444445,0.4548611111111111,0.7664277777777777,0.8022829861111112,0.5014911111111111,0.5040333333333333,0.5314133333333333,0.5199263888888889,nan,nan,0.53357,0.6037930555555555,nan,nan,0.5305555555555556,0.6527777777777778,0.48306944444444444,0.6978142361111112,0.50225,0.7027083333333334,nan,nan,0.4706652777777778,0.8503420138888889,nan,nan,0.4722222222222222,0.9340277777777778,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3811,0.4666666666666667,0.3958333333333333,0.5194444444444445,0.4479166666666667,0.5194444444444445,0.4409722222222222,0.49166666666666664,0.5659722222222222,nan,nan,0.5222222222222223,0.4548611111111111,0.5222222222222223,0.5729166666666666,0.5111111111111111,0.65625,0.49722222222222223,0.6423611111111112,0.49166666666666664,0.7881944444444444,0.5861111111111111,0.8819444444444444,0.525,0.6423611111111112,0.4861111111111111,0.7847222222222222,0.49166666666666664,0.9340277777777778,nan,nan,0.46944444444444444,0.3854166666666667,nan,nan,0.5194444444444445,0.4479166666666667,0.7715763888888889,0.7956076388888889,0.5034111111111111,0.5131222222222223,0.5222222222222223,0.5230027777777777,nan,nan,0.51714,0.6110333333333333,nan,nan,0.5111111111111111,0.65625,0.4949472222222222,0.7020798611111111,0.509075,0.7006579861111112,0.533175,0.8293975694444444,0.4885527777777778,0.8503420138888889,0.5861111111111111,0.8819444444444444,0.49166666666666664,0.9340277777777778,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3813,0.4666666666666667,0.3923611111111111,0.5222222222222223,0.4409722222222222,0.5222222222222223,0.4340277777777778,nan,nan,nan,nan,0.5222222222222223,0.4479166666666667,0.5111111111111111,0.5486111111111112,0.49444444444444446,0.6388888888888888,0.5416666666666666,0.6284722222222222,0.49166666666666664,0.7847222222222222,0.5555555555555556,0.8784722222222222,0.525,0.6319444444444444,0.49166666666666664,0.7847222222222222,0.5583333333333333,0.8819444444444444,nan,nan,0.46944444444444444,0.3819444444444444,nan,nan,0.5222222222222223,0.4409722222222222,0.7923125000000001,0.7814496527777778,nan,nan,0.5158088888888889,0.5060375,nan,nan,0.5034877777777778,0.5899041666666667,nan,nan,0.49444444444444446,0.6388888888888888,0.5211916666666666,0.6924565972222222,0.51135,0.6945069444444444,0.5197458333333334,0.8259253472222222,0.5209666666666667,0.8274513888888889,0.5555555555555556,0.8784722222222222,0.5583333333333333,0.8819444444444444,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3815,0.4666666666666667,0.3923611111111111,0.525,0.4409722222222222,0.5277777777777778,0.4305555555555556,nan,nan,nan,nan,0.5194444444444445,0.4479166666666667,0.5083333333333333,0.5416666666666666,0.48055555555555557,0.6354166666666666,0.5388888888888889,0.6284722222222222,0.4638888888888889,0.7569444444444444,0.5222222222222223,0.9340277777777778,0.525,0.6284722222222222,0.5166666666666667,0.7881944444444444,0.525,0.9305555555555556,nan,nan,0.46944444444444444,0.3819444444444444,nan,nan,0.525,0.4409722222222222,0.7934861111111112,0.7787256944444445,nan,nan,0.5130311111111111,0.5020291666666666,nan,nan,0.4956277777777778,0.5845479166666666,nan,nan,0.48055555555555557,0.6354166666666666,0.5081763888888888,0.6810815972222222,0.5215875,0.6938784722222222,0.4895263888888889,0.8347725694444444,0.5203291666666667,0.8507621527777778,0.5222222222222223,0.9340277777777778,0.525,0.9305555555555556,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3817,0.4666666666666667,0.3993055555555556,0.525,0.4375,0.5305555555555556,0.4305555555555556,nan,nan,nan,nan,0.5194444444444445,0.4479166666666667,0.5055555555555555,0.5416666666666666,0.4722222222222222,0.6284722222222222,0.5416666666666666,0.6354166666666666,nan,nan,nan,nan,0.525,0.6354166666666666,0.5444444444444444,0.7951388888888888,0.5555555555555556,0.9201388888888888,nan,nan,0.46944444444444444,0.3888888888888889,nan,nan,0.525,0.4375,0.796263888888889,0.7832152777777778,nan,nan,0.5114277777777778,0.5020291666666666,nan,nan,0.49030888888888885,0.5813715277777778,nan,nan,0.4722222222222222,0.6284722222222222,nan,nan,0.5329625,0.7008229166666666,nan,nan,0.5493277777777777,0.8500763888888888,nan,nan,0.5555555555555556,0.9201388888888888,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3819,0.4666666666666667,0.4027777777777778,0.5222222222222223,0.4444444444444444,0.5277777777777778,0.4375,nan,nan,nan,nan,0.5166666666666667,0.4513888888888889,0.5027777777777778,0.5486111111111112,0.4638888888888889,0.6388888888888888,0.5444444444444444,0.6458333333333334,0.5527777777777778,0.7951388888888888,nan,nan,0.525,0.6458333333333334,0.5583333333333333,0.7986111111111112,0.575,0.9375,nan,nan,0.4722222222222222,0.3923611111111111,nan,nan,0.5222222222222223,0.4444444444444444,0.7950902777777779,0.7948888888888889,nan,nan,0.50865,0.5075055555555555,nan,nan,0.48499,0.5899041666666667,nan,nan,0.4638888888888889,0.6388888888888888,0.5478569444444444,0.7069739583333333,0.5386500000000001,0.7083958333333333,nan,nan,0.5656583333333334,0.8596527777777778,nan,nan,0.575,0.9375,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P95,018b057,3821,0.4666666666666667,0.4097222222222222,0.5222222222222223,0.4513888888888889,0.525,0.4444444444444444,nan,nan,nan,nan,0.5166666666666667,0.4583333333333333,0.5,0.5555555555555556,0.46944444444444444,0.6354166666666666,0.49722222222222223,0.6493055555555556,0.4638888888888889,0.7708333333333334,0.4361111111111111,0.9097222222222222,0.5333333333333333,0.6458333333333334,0.5555555555555556,0.7986111111111112,0.5944444444444444,0.9409722222222222,nan,nan,0.46944444444444444,0.3993055555555556,nan,nan,0.5222222222222223,0.4513888888888889,0.7749527777777778,0.8023125,nan,nan,0.5070466666666666,0.51445,nan,nan,0.48602388888888887,0.5920840277777778,nan,nan,0.46944444444444444,0.6354166666666666,0.48357222222222224,0.6990711805555556,0.5424333333333333,0.7083958333333333,0.4516805555555556,0.831875,0.5726472222222222,0.8611788194444445,0.4361111111111111,0.9097222222222222,0.5944444444444444,0.9409722222222222,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
