Human,V_title,Frame,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,Head & Neck_x_PCM,Head & Neck_y_PCM,Trunk_x_PCM,Trunk_y_PCM,R Upper Arm_x_PCM,R Upper Arm_y_PCM,L Upper Arm_x_PCM,L Upper Arm_y_PCM,R Forearm_x_PCM,R Forearm_y_PCM,L Forearm_x_PCM,L Forearm_y_PCM,R Hand_x_PCM,R Hand_y_PCM,L Hand_x_PCM,L Hand_y_PCM,R Thigh_x_PCM,R Thigh_y_PCM,L Thigh_x_PCM,L Thigh_y_PCM,R Shank_x_PCM,R Shank_y_PCM,L Shank_x_PCM,L Shank_y_PCM,R Foot_x_PCM,R Foot_y_PCM,L Foot_x_PCM,L Foot_y_PCM,TCM_x,TCM_y,Head & Neck_L,Trunk_L,R Upper Arm_L,L Upper Arm_L,R Forearm_L,L Forearm_L,R Hand_L,L Hand_L,R Thigh_L,L Thigh_L,R Shank_L,L Shank_L,R Foot_L,L Foot_L,Head & Neck_R,Trunk_R,R Upper Arm_R,L Upper Arm_R,R Forearm_R,L Forearm_R,R Hand_R,L Hand_R,R Thigh_R,L Thigh_R,R Shank_R,L Shank_R,R Foot_R,L Foot_R,D1,D2,D3
P1,0,71,0.109375,0.420454545454546,0.10625,0.431818181818182,0.103125,0.431818181818182,0.1,0.454545454545455,0.103125,0.471590909090909,0.1125,0.431818181818182,0.121875,0.443181818181818,0.11875,0.460227272727273,0.103125,0.488636363636364,0.10625,0.517045454545455,0.10625,0.551136363636364,0.1125,0.482954545454546,0.1125,0.522727272727273,0.109375,0.5625,0.10625,0.414772727272727,nan,nan,0.10625,0.414772727272727,0.10625,0.431818181818182,0.159375,0.683235795454545,0.10132125,0.444936363636364,0.11791125,0.438377272727273,0.101429375,0.462342045454546,0.120445625,0.450978409090909,0.103125,0.471590909090909,0.11875,0.460227272727273,0.1044046875,0.500269886363636,0.1125,0.499241477272727,0.10625,0.532028409090909,0.1111265625,0.540207386363636,0.10625,0.551136363636364,0.109375,0.5625,0,0,0.13060730965625,0.574535577556818,0.132866961803863,0.136748944803426,0.115925581803104,0.123974326835705,0.106549904315292,0.11492164437254,0.078752589140067,0.077440791580265,0.048991202319188,0.039470548771982,0.033775756775913,0.024406271744473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3038608635205,58.4180121283042,0.023467854086772
P1,0,83,0.146875,0.420454545454546,0.140625,0.443181818181818,0.134375,0.443181818181818,0.134375,0.471590909090909,0.1375,0.488636363636364,0.15,0.443181818181818,0.15625,0.465909090909091,0.15625,0.488636363636364,0.140625,0.517045454545455,0.14375,0.573863636363636,0.14375,0.607954545454545,0.15,0.511363636363636,0.15,0.568181818181818,0.146875,0.613636363636364,0.14375,0.414772727272727,nan,nan,0.1375,0.420454545454546,0.140625,0.443181818181818,0.21206875,0.711301136363636,0.134375,0.459579545454545,0.1536075,0.4563,0.135804375,0.4793875,0.15625,0.476304545454545,0.1375,0.488636363636364,0.15625,0.488636363636364,0.1419046875,0.5403125,0.15,0.534630681818182,0.14375,0.588846590909091,0.1486265625,0.588159090909091,0.14375,0.607954545454545,0.146875,0.613636363636364,0,0,0.17422710678125,0.606064298522727,0.151809002685448,0.151177092496906,0.132375668464796,0.130999121693773,0.123037393763837,0.118796027963483,0.073266894278154,0.075430194872359,0.035004335348988,0.031240747865307,0.030535668835298,0.028380872351957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9249929814229,44.68591053494,0.014780580190741
P1,0,87,0.15625,0.414772727272727,0.15,0.4375,0.146875,0.4375,0.14375,0.460227272727273,nan,nan,0.15625,0.4375,0.1625,0.454545454545455,nan,nan,0.146875,0.505681818181818,0.153125,0.5625,nan,nan,0.15625,0.505681818181818,0.15625,0.5625,nan,nan,0.153125,0.414772727272727,nan,nan,0.15,0.409090909090909,0.15,0.4375,0.225,0.700329545454546,0.14507125,0.450618181818182,0.1598575,0.447338636363636,nan,nan,nan,nan,nan,nan,nan,nan,0.149434375,0.528948863636364,0.15625,0.528948863636364,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan
P1,0,89,0.1625,0.420454545454546,0.15625,0.431818181818182,0.146875,0.4375,0.14375,0.465909090909091,0.146875,0.494318181818182,0.165625,0.431818181818182,0.16875,0.460227272727273,0.16875,0.477272727272727,0.15,0.5,0.1625,0.5625,0.1625,0.607954545454545,0.159375,0.5,0.165625,0.556818181818182,0.1625,0.607954545454545,0.159375,0.414772727272727,0.1625,0.414772727272727,0.153125,0.414772727272727,0.15625,0.431818181818182,0.2296875,0.695039772727273,0.14507125,0.453897727272727,0.16742875,0.448215909090909,0.145179375,0.478903409090909,0.16875,0.468023863636364,0.146875,0.494318181818182,0.16875,0.477272727272727,0.15511875,0.52559375,0.161934375,0.523267045454545,0.1625,0.582477272727273,0.1642515625,0.579292613636364,0.1625,0.607954545454545,0.1625,0.607954545454545,0,0,0.18964122103125,0.593227952215909,0.146285316762976,0.146703396418082,0.122666038141152,0.126935049979158,0.107759418806083,0.117822142688887,0.075935408838604,0.075247576651156,0.029192858519415,0.02896253479342,0.030879093695953,0.030879093695953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1670708716311,nan
P1,0,91,0.1625,0.420454545454546,0.159375,0.4375,0.146875,0.4375,0.146875,0.471590909090909,0.146875,0.494318181818182,0.16875,0.4375,0.175,0.460227272727273,0.175,0.471590909090909,0.15,0.505681818181818,0.1625,0.5625,0.159375,0.613636363636364,0.1625,0.5,0.171875,0.556818181818182,0.171875,0.607954545454545,0.159375,0.414772727272727,0.1625,0.414772727272727,0.153125,0.414772727272727,0.159375,0.4375,0.23125,0.699105113636364,0.146875,0.457177272727273,0.1723575,0.450618181818182,0.146875,0.481986363636364,0.175,0.465425,0.146875,0.494318181818182,0.175,0.471590909090909,0.15511875,0.528948863636364,0.1663390625,0.523267045454545,0.1611265625,0.584974431818182,0.171875,0.579292613636364,0.159375,0.613636363636364,0.171875,0.607954545454545,0,0,0.19186640715625,0.59617728,0.146100064133174,0.146860643202784,0.12273464098561,0.131835634088659,0.111353053843677,0.125722867874774,0.07661625332288,0.077249903732446,0.032717607749884,0.026167696083115,0.036885107298404,0.023202593425602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25191240036983,49.6370866494939,0.030448605503048
P1,0,93,0.165625,0.420454545454546,0.165625,0.443181818181818,0.153125,0.443181818181818,0.153125,0.477272727272727,0.153125,0.494318181818182,0.175,0.4375,0.18125,0.460227272727273,0.18125,0.477272727272727,0.159375,0.511363636363636,0.165625,0.5625,0.165625,0.613636363636364,0.171875,0.505681818181818,0.175,0.5625,0.18125,0.613636363636364,0.1625,0.414772727272727,0.165625,0.414772727272727,0.159375,0.420454545454546,0.165625,0.443181818181818,0.2426453125,0.706011363636364,0.153125,0.462859090909091,0.1786075,0.450618181818182,0.153125,0.485069318181818,0.18125,0.468023863636364,0.153125,0.494318181818182,0.18125,0.477272727272727,0.161934375,0.532303977272727,0.1731546875,0.528948863636364,0.165625,0.584974431818182,0.177746875,0.584974431818182,0.165625,0.613636363636364,0.18125,0.613636363636364,0,0,0.200463342,0.601457229431818,0.146459423135809,0.152414225433579,0.125646585741304,0.134809553141877,0.117131098120294,0.125662019271179,0.07916219793731,0.077480486065382,0.038540792551283,0.028066358690329,0.036905844839013,0.022748270720679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1010645582951,39.2952340102518,0.034838342
P1,0,95,0.165625,0.431818181818182,0.171875,0.4375,0.159375,0.4375,0.159375,0.465909090909091,nan,nan,0.178125,0.431818181818182,0.1875,0.454545454545455,0.184375,0.465909090909091,0.165625,0.5,0.175,0.551136363636364,0.178125,0.602272727272727,0.178125,0.494318181818182,0.18125,0.545454545454545,0.18125,0.607954545454545,0.165625,0.426136363636364,0.16875,0.426136363636364,0.1625,0.414772727272727,0.171875,0.4375,0.25113125,0.693815340909091,0.159375,0.453897727272727,0.18353625,0.444936363636364,nan,nan,0.186070625,0.459743181818182,nan,nan,0.184375,0.465909090909091,0.1694640625,0.520940340909091,0.1794046875,0.515258522727273,0.1763734375,0.573610795454546,0.18125,0.572923295454545,0.178125,0.602272727272727,0.18125,0.607954545454545,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan
P1,0,97,0.175,0.414772727272727,0.171875,0.431818181818182,0.1625,0.4375,0.165625,0.471590909090909,0.175,0.471590909090909,0.184375,0.431818181818182,0.190625,0.448863636363636,0.190625,0.460227272727273,0.16875,0.5,0.178125,0.556818181818182,0.175,0.607954545454545,0.178125,0.494318181818182,0.184375,0.551136363636364,0.18125,0.607954545454545,0.171875,0.409090909090909,0.175,0.409090909090909,0.16875,0.409090909090909,0.171875,0.431818181818182,0.256034375,0.693815340909091,0.16430375,0.457177272727273,0.1879825,0.441656818181818,0.169913125,0.471590909090909,0.190625,0.454061363636364,0.175,0.471590909090909,0.190625,0.460227272727273,0.1725890625,0.523267045454545,0.180684375,0.517585227272727,0.1767515625,0.579292613636364,0.1830015625,0.576107954545454,0.175,0.607954545454545,0.18125,0.607954545454545,0,0,0.2113001059375,0.590609871534091,0.141467013454535,0.150767114615958,0.12600950603892,0.138104869626753,0.124431551915602,0.132011674018424,0.077676258331616,0.079182836841933,0.036354947118329,0.031798005551125,0.040231025396833,0.034696492333691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45409660606589,68.5928428060245,0.0363001059375
P1,0,99,0.175,0.414772727272727,0.178125,0.431818181818182,0.16875,0.4375,0.16875,0.465909090909091,0.16875,0.482954545454546,0.184375,0.431818181818182,0.19375,0.454545454545455,0.190625,0.471590909090909,0.175,0.505681818181818,0.18125,0.568181818181818,0.18125,0.613636363636364,0.184375,0.5,0.1875,0.568181818181818,0.18125,0.613636363636364,0.175,0.409090909090909,0.178125,0.409090909090909,0.171875,0.409090909090909,0.178125,0.431818181818182,0.26363125,0.697488636363636,0.16875,0.453897727272727,0.18978625,0.444936363636364,0.16875,0.473705681818182,0.192320625,0.462342045454546,0.16875,0.482954545454546,0.190625,0.471590909090909,0.177559375,0.531275568181818,0.1856546875,0.527920454545455,0.18125,0.588159090909091,0.184753125,0.588159090909091,0.18125,0.613636363636364,0.18125,0.613636363636364,0,0,0.2169391768125,0.596172217954545,0.150213938969182,0.153654043441217,0.131606417910016,0.136075670730386,0.123046487671057,0.127330037381194,0.075910104350579,0.075080107085662,0.036577691925551,0.03316854136563,0.039733030666558,0.039733030666558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7401203266826,nan
P1,0,101,0.184375,0.420454545454546,0.184375,0.4375,0.175,0.4375,0.175,0.465909090909091,0.175,0.482954545454546,0.19375,0.4375,0.2,0.460227272727273,0.2,0.482954545454546,0.18125,0.505681818181818,0.184375,0.556818181818182,0.18125,0.607954545454545,0.190625,0.5,0.196875,0.551136363636364,0.190625,0.602272727272727,0.184375,0.409090909090909,0.184375,0.414772727272727,0.18125,0.409090909090909,0.184375,0.4375,0.2738953125,0.699105113636364,0.175,0.453897727272727,0.1973575,0.450618181818182,0.175,0.473705681818182,0.2,0.470622727272727,0.175,0.482954545454546,0.2,0.482954545454546,0.1825296875,0.526622159090909,0.193184375,0.520940340909091,0.1830015625,0.579292613636364,0.194128125,0.573610795454546,0.18125,0.607954545454545,0.190625,0.602272727272727,0,0,0.22490943028125,0.594731810454545,0.149416164509273,0.146723709130333,0.130913234791997,0.126584138995247,0.122413676531175,0.114519154239877,0.080218247344859,0.080322226751231,0.04466137235197,0.037330765187011,0.045617831747723,0.035103953996219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44473354252577,54.9798861424954,0.037961214536298
